CHOU, T
LEES, MR
HOSER, A
LOZOVIK, YE
OVCHINNIKOV, IV
ARAUJO, MAN
VIEIRA, VR
GARNER, SR
HANCOCK, JN
RODRIGUEZ, YW
BUCHER, B
JACOBS, AE
ALLENDER, DW
BEELI, P
SOH, YA
MATHUR, ND
VIGLIONE, RG
JASTRABIK, EAEVASL
TYLCZYNSKI, Z
BRONSKI, JC
DECONINCK, B
BOVIER, A
KURKOVA, I
LOEWE, M
WALKER, MB
YAMASHITA, M
KOASHI, M
MUKAI, T
MITSUNAGA, M
IMOTO, N
BERNARDINI, F
PERESSI, M
ZHU, CP
XIONG, SJ
CRACO, L
LAAD, MS
PLIHAL, M
GADZUK, JW
MULLER-HARTMANN, E
BARCO, ED
HERNANDEZ, JM
TEJADA, J
MOLINS, E
DANYLENKO, OV
DOLGOV, OV
MATSUKURA, F
TREBST, S
MONIEN, H
WEIHONG, Z
ZIMMERMANN, FM
ISAACS, ED
FRENKEL, AI
CHAKALOV, RA
IVANOV, ZG
XAVIER, JC
DAMICO, I
VENKATARAMAN, RP
PERSSON, E
ROTTER, I
STOECKMANN, HJ
BARTH, M
PILLA, O
CUNSOLO, A
FONTANA, A
MARTINO, AD
PUJOL, P
LEHMANN, J
DONATI, C
MAZETS, IE
GHOSH, TK
BASU, A
KOGA, K
WAGHMARE, U
FRIEDT, O
BRADEN, M
ANDRE, G
ADELMANN, P
NAKATSUJI, S
USAMI, M
PELEG, A
CONTI, M
MEERSON, B
RINAT, AS
TARAGIN, MF
SAMBANDAMURTHY, G
DASGUPTA, K
MOORTHY, VHS
CHANDRASEKHAR, N
HELLEN, EKO
SIMULA, TP
ONUKI, A
ELBURG, RAJV
ATZKERN, S
NORMAND, B
NELSON, CS
BLUME, M
KAO, CC
VENKATARAMAN, C
GOG, T
RAE, HC
HEIMEL, JAF
VACCARO, JA
STEUERNAGEL, O
LORIMER, B
KANNAN, R
RAMESH, KP
RAMAKRISHNA, J
STROGATZ, SH
WATTS, DJ
NISHIGAKI, SM
KRASNOHOLOVETS, V
BYCKOV, V
HENDY, S
OITMAA, J
GUOCCO, G
WU, C
KLEINER, A
ZHURAVLEV, ON
HALAC, E
BONADEO, H
ARTACHO, E
BALCELLS, L
NAVARRO, J
BIBES, M
ROIG, A
MARTINEZ, B
FONTCUBERTA, J
CHUN, SH
LYANDA-GELLER, Y
SALAMON, MB
SURYANARAYANAN, R
DHALENNE, G
RONNING, F
SHEN, KM
ARMITAGE, NP
DAMASCELLI, A
LU, DH
LING, CD
MILLBURN, JE
LINTON, DNAJ
BORDALLO, HN
READ, N
LUDWIG, AWW
ZIHERL, P
KRALJ, M
MILUN, M
PERVAN, P
WOODRUFF, DP
BATTHACHARYA, KK
RINK, B
SURIS, RA
BOCK, B
AZZOUZ, M
BOUSSIAKOU, LG
BENNETT, CR
BABIKER, M
GRIFFITHS, TG
COMFORTI, E
HEIBLUM, M
UMANSKY, V
BISKUP, N
ACHEY, R
RUTEL, I
DALAL, N
BROOKS, J
PETROVA, AA
EDWARDS, SF
TAKANO, H
GUSYNIN, VP
LOKTEV, VM
QUICK, RM
SHARAPOV, SG
SCHWEIZER, KS
HAULE, K
KIRCHNER, S
CHAPMAN, S
ROWLANDS, G
WATKINS, N
WINKLER, A
BANSIL, A
BARBIELLINI, B
BOTTI, S
ROSSO, A
SANTACHIARA, R
TEDOLDI, F
LAMACRAFT, A
YOU, SK
KIM, CK
NAHM, K
NOH, HS
HU, Z
THERESIAK, A
JOHNSON, RL
ROSSNAGEL, K
KIPP, L
BECKER, T
GABAY, M
CIACH, A
STELL, G
LEVIN, Y
KARSCH, F
STICKAN, S
PALMA, G
MEYER, T
LABBE, R
FINKELSTEIN, G
GLICOFRIDIS, PI
BALIAN, R
KIRYUKHIN, V
PODZOROV, V
KOO, TY
MOON, I
JEONG, YH
VAFEK, O
MELIKYAN, A
WILDING, NB
SANDEMAN, KG
SCHOFIELD, AJ
CALLAWAY, DS
BARANGER, M
KY, NA
LONG, HN
SOA, DV
VARDI, A
NARIMANOV, E
MITRA, P
NICHOLLS, GK
KASHIMA, T
FILIP, AT
HOVING, BH
JEDEMA, FJ
LACOMBE, F
CAROPPO, D
MANNARELLI, M
NARDULLI, G
KANIADAKIS, G
LAPENTA, G
ZVELINDOVSKY, AV
SEVINK, GJA
FRAAIJE, JGEM
MOURIK, JV
FLOREK, W
DOREY, P
PILLIN, M
TATEO, R
WATTS, GMT
WOJCIK, M
MOORE, MA
BAIESI, M
ORLANDINI, E
POPOVA, MN
CHUKALINA, EP
MALKIN, BZ
ISKHAKOVA, AI
ANTIC-FIDANCEV, E
PORCHER, P
CHAMINADE, AJP
LOPEZ-SANCHO, MP
DUINE, RA
OMERO, MJ
STOCKERT, O
PALA, MG
PALATELLA, L
SATO, AH
SAWADA, Y
GOHMANN, F
DUAN, LM
SORENSEN, A
NAGANO, T
TOMSOVIC, S
MUELLER-ALLINGER, FB
JI, Y
SPRINZAK, D
MAHALU, D
HE, JK
EFREMOV, DV
MARENKO, MS
BARANOV, MA
EVANS, RML
DONOHUE, P
TEMESVARI, T
KONDOR, I
DOMINICIS, CD
TURNEAURE, SJ
LEMBERGER, TR
GRAYBEAL, JM
ECKHOFF, M
GAYRARD, V
KLEIN, M
CRESSMAN, JR
GOLDBURG, WI
WU, XL
VERA, F
GABRIEL, TA
CRAWFORD, RK
HERWIG, KW
KLOSE, F
ANKNER, JF
NEMENMAN, I
TISHBY, N
BIOLATTI, E
IOTTI, RC
ZANARDI, P
CHATE, H
REENTS, G
ROSHANI, F
OROZCO, A
MAKEEV, M
KUO, W
SHYU, JH
CHIEN, YJ
JENG, ML
CHUNG, DS
CHEN, C
HED, G
DOMANY, E
SOLOGUBENKO, AV
FELDER, E
GIANNO, K
VIETKINE, A
HINDMARSH, M
TURKOWSKI, V
ROZENBERG, E
FELNER, I
GORODETSKY, G
LEUZZI, L
TURKOWSKI, VM
NEMATOLLAHI, M
ZOLFAGHARI, F
PALIERNE, JF
ELTSOV, VB
KIBBLE, TWB
KRUSIUS, M
RUUTU, VMH
PALENZUELA, C
SOMU, S
MIDDLETON, AA
NORI, F
SRIKANTH, H
BAILLEUL, M
PINSARD, L
PASQUIER, V
GOLDSTEIN, S
ALBAREDE, P
VALENZUELA, SO
BEKERIS, V
GRIGERA, SA
CAPOGNA, L
CHIAO, M
JULIAN, SR
IKEDA, S
PFLEIDERER, C
LAIKHTMAN, B
MARTIN, GW
HORBACH, J
FUHRER, M
BOCKRATH, M
COBDEN, D
MCEUEN, P
HAGIWARA, M
SATOOKA, J
CHOU, FC
HARRIS, AB
LEE, YS
LISE, S
MATSUNAGA, N
BRIGGS, A
ISHIKAWA, A
NOMURA, K
HANAJIRI, T
YAMADA, J
ANZAI, H
WORGOTTER, F
KNUDSEN, HA
KOLLAR, M
SANCHEZ-LOPEZ, MDM
SOKOLOWSKI, M
VOLKMANN, T
HU, K
SPIRIN, V
MARTINS, AS
CAPAZ, RB
HILL, SA
COPELLI, M
MARTIKAINEN, J
MAE, N
IIDA, S
VALENTE, G
MORADIAN, R
LITAK, G
KHALIULLIN, G
RUTKEVICH, SB
LANG, G
WEISS, U
PARRY, AO
MACDONALD, ED
RASCON, C
GUFAN, YM
POPOV, AV
SARTORI, G
TALAMINI, V
VINBERG, EB
FOMINOV, YV
DAVISON, L
NARAYAN, O
BAO, W
ROBINSON, RA
RUMBERGER, E
MCMAHAN, AK
SIMON, DT
BUKS, E
ROUKES, ML
HARRIS, JS
DAVIDOVITCH, B
LEVERMANN, A
BOER, JLD
MARIS, G
MEETSMA, A
BAAS, J
PALSTRA, TTM
FISUN, VV
MYDOSH, JA
MCDONALD, AJ
ALLEN, MP
MARUMO, K
PANZARINI, G
TROIANI, F
MACCHIAVELLO, C
GIOVANNINI, B
BERTHOD, C
MERCALDO, MT
SESSIONS, SL
JEONG, H
RABELLO, S
LOPATIN, A
HUEBSCH, A
ARNEODO, A
BALLAGH, R
SAVAGE, CM
HILF, ER
LINDEN, WVD
WEGER, M
FOGELSTROM, M
VYURKOV, V
VETROV, A
KOMISSINSKI, PV
ILICHEV, E
OVSYANNIKOV, GA
KOVTONYUK, SA
GRAJCAR, M
IVANOV, Z
YOSHIDA, N
KASHIWAYA, S
ZHELEZNYAK, AT
JEONG, IK
MOHIUDDIN-JACOBS, F
PETKOV, V
KYCIA, S
SANTOS, RMZD
COUTINHO, S
RAVISWARAN, A
LIU, CP
CAHILL, DG
GIBSON, JM
BULLEN, AJ
OHARA, KE
MONTEIRO, O
KEUDELL, AV
KOMATSU, TS
INAGAKI, S
NASUNO, S
MEURICE, Y
NARASIMHAN, S
RICHARDS, HL
KAWASAKI, M
PALTIEL, Y
ZELDOV, E
RAPPAPORT, ML
HIGGINS, MJ
GAMMEL, PL
BISHOP, DJ
BRAMWELL, ST
FORTIN, JY
PINTON, JF
PORTELLI, B
INO, K
YANG, MF
SUN, SJ
CHANG, MC
MATSUI, T
COURTENS, E
HEHLEN, B
TAGANTSEV, AK
REMEDIAKIS, IN
KELIRES, PC
ISTOMIN, RA
THIENHAUS, S
KASTNER, M
PROMBERGER, M
KUZMIAK, V
RIDEAU, D
CURRAT, R
REQUARDT, H
DETLEFS, C
GRUBEL, G
BRAGINSKY, VB
GORODETSKY, ML
VYATCHANIN, SP
BALL, R
FLAMMINI, A
KAHNG, B
MO, S
GOPIKRISHNAN, P
PLEROU, V
GABAIX, X
TRAN, M
MURTHY, MVN
BHADURI, RK
HATANO, N
GOLOSOVSKY, M
SAADO, Y
DAVIDOV, D
SILVESTROV, PG
SIMSERIDES, C
MORENO, Y
GOMEZ, JB
PACHECO, AF
HERMISSON, J
WAGNER, H
KATSOV, K
WEEKS, JD
SILVA, LRD
BLUMENFELD, R
TIMOSHEVSKII, AN
TIMOSHEVSKII, VA
YANCHITSKY, BZ
WEISSMANN, M
ATLAN, H
COHEN, IR
DZERO, MO
GORKOV, LP
NUNES, RW
DEMLER, E
BONN, DA
LIANG, R
HO, CL
CHOU, CI
MILLER, DL
PIZZAGALLI, L
KLEPEIS, JE
GYGI, F
DUBOS, P
SESTOVIC, D
MUKHERJI, S
FAGAS, G
RICHTER, K
LIFSHITZ, R
BHATTACHARYA, KK
CHITRA, R
WHITE, CJ
MITRA, M
BELLON, L
CILIBERTO, S
LAROCHE, C
KRAKOVSKY, I
GURARIE, V
MANDAL, S
DASGUPTA, R
CHANG, CM
PROUKAKIS, NP
LAMBROPOULOS, P
FIETE, GF
HERSCH, JS
MANOHARAN, HC
LUTZ, CP
EIGLER, DM
MENEZES-SOBRINHO, IL
MOREIRA, JG
BERNARDES, AT
SENGUPTA, A
SILVEIRA, RD
CHAIEB, S
MAHADEVAN, L
HONDOU, T
LEE, HY
LEE, HW
CHIGRIN, DN
TORRES, CMS
TALBOT, J
NELSON, DR
POULIOS, D
BIGELOW, NP
SPOONHOWER, JP
BENA, C
SCHULMAN, LS
CHO, BK
KIM, JH
O, BH
STEWART, GR
STOLOV, Y
IDEL, M
WANG, XB
JR, EN
ANDRADE, RFS
KROKHIN, AA
ULLOA, SE
HE, G
DUFFY, JA
MAO, Z
KULDA, J
MCINTYRE, GJ
GUROVICH, BA
DOLGY, DI
KULESHOVA, EA
VELIKHOV, EP
OLSHANSKY, ED
DOMANTOVSKY, AG
ARONZON, BA
MEILIKHOV, EZ
BECKSTEIN, O
HART, GLW
HOANG, TX
ENDERLE, M
ROENNOW, HM
MCMORROW, DF
VORDERWISCH, P
SCHNEIDER, H
SMEIBIDL, P
MEISSNER, M
MARTINS, ML
CEOTTO, G
ALVES, SG
BUFON, CCB
SILVA, JM
LARANJEIRA, FF
GARCIA-VIDAL, FJ
LEZEC, HJ
PELLERIN, KM
THIO, T
PENDRY, JB
EBBESEN, TW
JOYNT, R
MAKSIMOV, LA
PARK, SC
PARK, JM
IOMIN, A
YAVNA, VA
ZHARKOV, GF
ZHARKOV, VG
ZVETKOV, AY
SINGH, DJ
YANG, HS
DENNIS, WM
GONCALVES, LL
TAGUENA-MARTINEZ, J
LEITE, RV
TRZECIECKI, M
HUBNER, W
GOH, KI
IBA, Y
ALA-NISSILA, T
VIEIRA, AP
COUTINHO, LPS
GOEPPERT, G
HUEPPER, B
GARCIA-ADEVA, AJ
HUBER, DL
JUNG, Y
SILBEY, RJ
LOFWANDER, T
GRANJA, L
INDELICATO, E
STERCK, A
WYSIN, GM
GWEON, GH
DENLINGER, JD
ALLEN, JW
HOECHST, H
SCHLENKER, C
HOFSTETTER, W
AJI, V
HAN, SW
FARMER, J
KAISER, H
MICELI, PF
ROSHCHIN, IV
GREENE, LH
MOROZOV, AN
GENENKO, YA
USOSKIN, A
FREYHARDT, HC
SNEZHKO, A
ONISHI, Y
MIYAKE, K
KIRILLOVA, OV
LEVINE, E
LACAZE, E
ALBA, M
GOLDMANN, M
MICHEL, JP
RIEUTORD, F
GOLDMANN, A
BOHR, T
MIKKELSEN, R
IPSEN, M
CURNOE, SH
MAGALHAES, SG
SCHMIDT, AA
MORGADO, WAM
DORIA, MM
CARNEIRO, G
JEON, GS
YOON, M
POUGET, S
SHIMAMURA, MK
DEGUCHI, T
PIPEK, J
HOFSTETTER, E
REJEC, T
JEFFERSON, JH
CHAPLIK, AV
GOLLISCH, T
BUISSON, O
LANDAU, D
PIERCE, M
MANOUSAKIS, E
TREES, BR
MURGESCU, RA
BARNETT, AH
BLAAUBOER, M
MODY, A
BUCHENAU, U
WARD, BH
RUTEL, IB
SCHLUETER, JA
WINTER, RW
GARD, GL
BLAWID, S
HOENICKE, GL
FIGUEIREDO, W
LEPINE, Y
ONDER, EN
LIMA, FWS
ALMEIDA, MP
JR, JSA
STORR, K
GRAF, D
SHINAGAWA, H
OJIMA, E
FUJIWARA, H
KOBAYASHI, A
HONG, H
BORTOLANI, V
CELLI, V
MARVIN, AM
SAMADANI, A
CUANSING, E
NAKANISHI, H
WILLIAMS, GVM
YUAN, Q
YAMAMOTO, T
THALMEIER, P
WALLISER, H
KOLACEK, J
LIVNE, E
SASOROV, PV
VELICHKO, AV
PORCH, A
HUMPHREYS, RG
FERNANDEZ-BACA, JA
WAKABAYASHI, N
PLUMMER, EW
FILHO, FFB
LIMA, JPD
CEROVSKI, VZ
FATKULLIN, I
KLADKO, K
MITKOV, I
SZABO, G
CZARAN, T
IGLESIAS, O
LABARTA, A
LEVITSKII, RR
MOINA, AP
LISNII, BM
MANFREDI, VR
ALTMAN, D
NESS, H
SHEVLIN, SA
NUCKER, N
MERZ, M
KUNTSCHER, CA
GERHOLD, S
SCHUPPLER, S
NEUDERT, R
SCHILD, D
STADLER, S
CHAKARIAN, V
FREELAND, J
IDZERDA, YU
NAGATA, T
GOTO, J
AMMERAHL, U
YUSHANKHAI, V
YOURDSHAHYAN, Y
ZHANG, HK
LUBENSKY, T
MONZON, FG
STERN, F
BAAQUIE, BE
KWEK, LC
SRIKANT, M
OKAMOTO, K
ROESSLER, T
PAGE, JB
HUANG, WJ
FUKAZAWA, H
KINDERMANN, M
CZAINSKI, A
SCHIOTZ, J
LEFFERS, T
SINGH, BN
CAPOCCI, A
REITH, D
MUELLER-PLATHE, F
BIERMANN, O
KOVAL, S
KOHANOFF, J
MIGONI, RL
BUSSMANN-HOLDER, A
WALTI, C
BIELEJEC, E
RUAN, J
WU, W
BARHDADI, A
COHEN-SOLAL, G
MUTHUKUMAR, VN
HAMANN, DR
CHOI, ES
KRUIS, HV
LING, XS
PARK, SR
MCCLAIN, BA
CHOI, SM
DENDER, DC
KREER, T
BASCHNAGEL, J
MARCHIORI, M
DAWSON, K
FOFFI, G
SPERL, M
ZACCARELLI, E
LUTSKO, JF
ASTAKHOV, GV
KOSOBUKIN, VA
KOCHERESHKO, VP
YAKOVLEV, DR
OSSAU, W
LANDWEHR, G
WOJTOWICZ, T
KARCZEWSKI, G
KOSSUT, J
RYAZANOV, VV
OBOZNOV, VA
RUSANOV, AY
VERETENNIKOV, AV
AARTS, J
KIERFELD, J
NORDBORG, H
SHAPIRO, B
AVIGNON, M
ALASCIO, B
DUBOIS, JL
GLYDE, HR
VOLLMAYR-LEE, K
FARINAS, PF
CABRERA, GG
KUCHINSKII, EZ
SADOVSKII, MV
HANKEVYCH, V
JANIS, V
KUBALSKI, GP
HART, ML
KATZ, JI
PYKHTIN, MV
LEWIS, SP
ALLAHYAROV, E
LOEWEN, H
KANTER, E
SATO, K
TAKAGI, F
LIU, WV
DENG, W
BOBROFF, J
MACFARLANE, WA
ALLOUL, H
IKEDA, R
SCHINDLMAYR, A
SAHA-DASGUPTA, T
BATURINA, TI
PLOTNIKOV, AE
SIMONSEN, I
LESKOVA, TA
MARADUDIN, AA
TRALLERO-GINER, C
MARIN-ANTUNA, J
SEN, P
TRIVEDI, N
SONG, J
CIUTI, C
SCHWENDIMANN, P
QUATTROPANI, A
SHAFRIR, Y
WANG, XR
XIE, XC
CHERNYSHEV, AL
CHEN, YC
SPALDING, GC
DEARING, MT
SHEETS, SA
PRIMOZICH, N
EVANS, DJ
SEARLES, DJ
MITTAG, E
NISHINO, A
ABO-SHAEER, JR
EURICH, F
CHEREMISIN, MV
RIERA, JA
DALOSTO, SD
CURTY, P
BECK, H
FAN, H
WEICHMAN, PB
HARTER, AW
GOODSTEIN, DL
XIA, X
FRASIER, JS
KAUR, C
DAS, SP
HUBER, T
TORDA, AE
HANDY, BS
LIMA, KCV
SOUZA, AG
C, PT
REDDY, GG
SCHWIEGER, S
RAMAKANTH, A
BEN-JACOB, E
DUPUIS, N
PAIRAULT, S
MASSER, T
AVRAHAM, DB
REUSCH, B
PORTMAN, JJ
TAKADA, S
DUBE, M
ALAVA, M
ELDER, KR
MAJANIEMI, S
KIMURA, T
SKVORTSOV, MA
EBEL, H
FRANCI, F
MATASSINI, L
KULKARNI, RV
ALMAAS, E
FISHER, KD
TORIO, ME
CECCATTO, HA
FINK, TMA
BALL, RC
YILDIRIM, T
KILIC, C
CIRACI, S
DHOLAKIA, K
TRISCARI, JM
LANGLOIS, D
STOLZMANN, W
BLOECKER, T
BAKEYEV, T
FORCRAND, PD
CHIU, TW
HANDS, S
LUCINI, B
MORRISON, S
ALFORD, M
BOWERS, J
RAJAGOPAL, K
THOMA, MH
CASTRO-ALVAREDO, OA
FRING, A
BAJNOK, Z
PALLA, L
TAKACS, G
WAGNER, F
GERSDORFF, GV
LATORRE, JI
MORRIS, TR
HUANG, WH
PETKOU, AC
SIOPSIS, G
CATICHA, A
JEONG, HC
KIM, E
LEE, CY
DONAGI, R
OVRUT, B
PANTEV, T
WALDRAM, D
ECKHARDT, B
POLLNER, P
GANICHEV, SD
IVCHENKO, EL
KETTERL, H
VOROBJEV, LE
PRETTL, W
BOHN, JL
VILLANI, D
RUCKESTEIN, AE
WANG, B
TOGASHI, Y
WONG, GP
MAIR, RW
WALSWORTH, RL
CORY, DG
RUPASOV, VI
VOLOVICH, Y
KALBERMANN, G
BREVIK, I
AARSETH, JB
RENDELL, RW
BELL, NF
SAWYER, RF
VOLKAS, RR
SMEDT, GD
NODA, T
NARUMI, Y
KOHNO, M
KINDO, K
ROBERTS, A
GARBOCZI, E
GURZHI, RN
MOLENKAMP, LW
CAPONI, S
FIORETTO, D
BOATNER, LA
WILDES, AR
SAROUN, J
ANDERSON, I
HOGHOJ, P
BROCHIER, A
FROBRICH, P
KUNTZ, PJ
ECKER, A
PATI, SK
KADANOFF, LP
ZHANG, Z
HAMILTON, P
CLACK, JA
POIRIER, DM
SINGH, MP
IZMAILIAN, NS
GOMPPER, G
APALKOV, V
BELANGER, DP
LUKYANCHUK, I
TALAMANTES, J
POLLAK, M
BAZALIY, YB
AKIMOTO, T
NAKAMURA, A
FURUKAWA, N
SHIMOMURA, Y
LEONYUK, L
MALTSEV, V
LI, DJ
GUAN, XW
RODITI, I
ZHOU, HQ
MORICONI, L
DIAS, GS
BARBER, WC
MONTENEGRO, FC
SLANIC, Z
LEE, HO
SALAS, J
POSTMA, HWC
JONGE, MD
YAO, Z
DUKELSKY, J
ORRICK, WP
NICKEL, BG
PERK, JHH
LEADBEATER, M
SAMUELS, DC
BARENGHI, CF
BRUCE, AD
PEREYRA, P
SINGLETON, D
DRYZEK, J
HEIDARIAN, D
YAMAMOTO, E
HAGA, Y
HEDO, M
INADA, Y
ONUKI, Y
MULLIN, WJ
HOLZMANN, M
LALOE, F
SCHLOTTMANN, P
SAIGA, Y
RARIVOMANANTSOA, M
YAMANO, T
LUTKE-ENTRUP, N
BLAAUWGEERS, R
PLACAIS, B
HUWLEY, A
KAMBE, S
MATHIEU, P
SIMON, Y
FENDRIK, AJ
TAMBORENEA, PI
SVIDZINSKY, AA
FETTER, AL
OBERHOLZER, S
STEFANAKIS, N
FLYTZANIS, N
JAVANAINEN, J
IBACETA, D
MEIJER, EJ
HWANG, W
WEXLER, C
MOUSTAKAS, AL
SENGUPTA, AM
BARNES, SE
KENNETT, MP
MARCONI, UMB
PUGLISI, A
MONASTRA, A
MEIR, Y
KNETTER, T
SCHRODER, G
DORNIC, I
LEMAITRE, A
RAJESH, R
KUMAR, P
SCHRIEFFER, JR
WHITE, JA
VELASCO, S
STEPHAN, W
SOUTHERN, BW
PIAZZA, V
KHVESHCHENKO, DV
PAASKE, J
SCHLUETER, J
KINI, AM
MOHTASHAM, J
SUGITA, Y
OKAMOTO, Y
KITAO, A
OHATA, T
ITOU, M
MATSUMOTO, I
SAKURAI, Y
KAWATA, H
SHIOTANI, N
KAPRZYK, S
MIJNARENDS, PE
GLEISS, PM
WAGNER, A
FELL, DA
CHIRIKOV, B
ZHIROV, O
GRIGORIEVA, IV
SUDEROW, H
VIEIRA, S
BONVCA, J
DOBNIKAR, J
ADAMS, CP
MUKOVSKII, YM
ARSENOV, AA
SHULYATEV, DA
MUKHERJEE, S
KHANDELWAL, P
DEMENTYEV, AE
KUZMA, NN
BARRETT, SE
PINHO, STR
SAFONOV, VL
BERTRAM, HN
BUCHBINDER, GL
ZACHARIA, IG
GOLDHABER-GORDON, D
GRANGER, G
KHAVIN, YB
MEIRAV, U
LIN, YC
KAWASHIMA, N
CAMAROTA, B
PARAGE, F
BALESTRO, F
BAHNSEN, R
ECKSTEIN, H
SCHATTKE, W
FITZER, N
REDMER, R
CSONKA, S
MOREIRA, AG
ANUSOOYA-PATI, Y
SOOS, ZG
PAINELLI, A
HAKKINEN, H
BARNETT, RN
SCHERBAKOV, AG
GOVERNALE, M
BOESE, D
PORRAS, D
FERNANDEZ-ROSSIER, J
BARIEV, RZ
CHOW, FC
ERWIN, RW
HUANG, Q
YANG, Z
DIMITROV, DA
RODER, H
BHATT, RN
CAMPOS, PRA
SILVA, ATC
BRINK, AMVD
RAMASWAMY, S
C, SR
TRINKLE, S
KRUEGER, M
BUITELAAR, MR
SCHOENENBERGER, C
FALCON, E
FAUVE, S
FIERRO, A
CANDIA, AD
MANNA, SS
BORROMEO, M
MARCHESONI, F
MARCHETTI, R
GONZALEZ-MARTIN, GR
MAGGS, AC
ARADIAN, A
CHUNG, JS
ZAPATA, J
GUZMAN, AM
HEGGER, R
MANFREDI, C
LI, T
KONTOS, T
APRILI, M
LESUEUR, J
GRISON, X
LESOVIK, GB
JUNOD, A
KLEINER, R
AHLRICHS, P
EVERAERS, R
THEUMANN, A
COQBLIN, B
ANCHORDOQUI, LA
TORRES, DF
KONISHI, T
MORIKAWA, K
KOBAYASHI, K
MAMIYA, K
IGA, F
KAWANAKA, H
NISHIHARA, Y
DELIN, A
BOLDYREV, S
LI, D
AKIMOV, BA
RYABOVA, LI
VASILKOV, VN
MURZIN, SS
CHIALVO, DR
ZAHN, P
MERTIG, I
ALARCON, T
COUR, BRL
SCHIEVE, WC
MARCHIORO, M
ACRIVOS, A
ZOLOTARYUK, Y
JONA-LASINIO, G
BLUME, D
GREENE, CH
GUNARATNE, GH
MOHANTY, KK
WIMALAWANSA, SJ
SHAPIRO, SM
SWAIN, P
MELKO, RG
COLONNA-ROMANO, L
PIERSON, SW
FRIESEN, M
ZHONG, Z
BRANDES, T
RENZONI, F
MERTENS, S
MIREBEAU, I
HENNION, M
ANDRES, H
GUDEL, HU
IRODOVA, AV
SAVIOT, L
DUVAL, E
JAL, JF
DIANOUX, AJ
CHO, SY
SHIN, SC
JAZAERI, A
SATIJA, II
KOVALEV, AA
URAZAEV, OV
BELEMOUK, AM
ZHURAVLEV, AK
ZHANG, YC
NOVIKOV, S
PRIGENT, A
DAUCHOT, O
LUKE, GM
TORDOIR, X
KISEL, VP
PAIZIEV, AA
STYRKAS, AD
MARKOS, P
SZLUFARSKA, I
YOMO, T
LOMBARDO, P
ALBINET, G
RAVIKUMAR, G
GEHLEN, GV
SHAHREZAEI, V
EJTEHADI, MR
MARTIN, JI
VELEZ, M
HOFFMANN, A
SCHULLER, IK
VICENT, JL
MUZY, EBJDJF
HIMMERICH, M
LOPEZ, R
AGUADO, R
PLATERO, G
SIDDHARTHAN, R
CHO, K
KOH, H
OH, S
KIM, HD
HAN, M
PARK, J
CHEN, CT
KIM, YD
KIM, J
JONKER, BT
LEVY, J
JEPSEN, O
WYBOURNE, MN
KOSHNICK, NC
MARTZEL, N
ASLANGUL, C
BARES, PA
MOBILIA, M
FABRICIUS, K
GARCIA-CRUZ, LM
GAFTOI, AV
RUBIO-PONCE, A
GARCIA, AE
BAQUERO, R
CHUDNOVSKIY, AL
NIKUNI, T
FUJISAKA, H
TUTU, H
SHUBIK, M
ICHINOMIYA, T
MEDVEDYEVA, K
QUEMERAIS, P
FRATINI, S
HATWALNE, Y
SVISTUNOV, B
KATO, Y
NIEMETZ, M
KERSCHER, H
SCHOEPE, W
BUCHANAN, M
STARRS, L
EGELHAAF, SU
DAS, P
BHATTACHARJEE, JK
ASPELMEIER, T
YOSHIZAKI, R
SHIMOYAMA, JI
ANDRUS, A
CHEN, P
PIERMAROCCHI, C
SHAM, LJ
CALAME, M
KORSHUNOV, SE
LEEMANN, C
SMAKOV, J
BLAIR, DL
MUEGGENBURG, NW
MARSHALL, AH
GREVEN, M
WELLS, BO
KORENBLIT, IY
NIEBIESKIKWIAT, D
NIEVA, G
KRUSIN-ELBAUM, L
CABO, A
FARAGO, J
DOETSCH, U
GENNSER, U
DAVID, C
DEHLINGER, G
GRUETZMACHER, D
NAKA, T
BOER, FRD
PEREIRA, LCJ
NALBACH, P
TERZIDIS, O
TOPP, K
WUERGER, A
KAWASAKI, K
CEPIC, M
ROVSEK, B
ZEKS, B
MONTEVECCHI, E
INDEKEU, JO
SOUBRET, A
BERGINC, G
BOURRELY, C
LUBAN, M
MEJIA-MONASTERIO, C
SALTZER, M
WILKE, T
STOLZE, J
ROCHEFORT, A
SINDZINGRE, P
FOUET, JB
JEHL, X
TAKEHANA, K
TAKAMASU, T
HASE, M
KIDO, G
WANG, QA
FUHRER, A
MISHRA, PK
SCHULZE-WISCHELER, F
MONKA, M
HOHLS, F
MEYER, JM
KONEMANN, J
LI, YQ
SCHOFFEL, P
CIUCHI, SFFDPS
DERZHKO, OV
MYHAL, VM
LACAZE, R
ZAVYALOV, VV
SHANKAR, R
GOODMAN, B
YAU, JB
PETERSON, PF
CHOI, KS
KANATZIDIS, MG
LOINAZ, W
FURNEAUX, JE
JOO, J
OUDOVENKO, V
BRAGINSKY, LS
ZAHAROV, MY
GILINSKY, AM
PREOBRAZHENSKII, VV
PUTYATO, MA
ZHURAVLEV, KS
RONTANI, M
GARDINER, CW
FUCHS, C
BALTZ, RV
MOREIRA, FGB
ALMEIDA, JRLD
BRUECKNER, R
LISCHKA, M
REICHL, LE
HOUDAYER, J
EMBERLY, EG
KIRCZENOW, G
MITSUTAKE, A
PARCOLLET, O
TASSONE, F
LEE, JD
ARENAS, A
GUIMERA, R
RUOHIO, J
SCHANEN, R
JACOBS, A
KUMMEL, R
