CHOU, T
VOSKRESENSKY, DN
KOHLER, HS
NECK, DV
DEWULF, Y
WAROQUIER, M
AFSARI, B
SADEGHI-MEYBODI, N
POLAVIEJA, GGD
KAY, R
BENJAMIN, SC
VIVIESCAS, C
HAAKE, F
VITALI, D
MANCINI, S
TOMBESI, P
GHEORGHIU-SVIRSCHEVSKI, S
GUNLYCKE, D
BOSE, S
BENOIT, J
ONODA, M
LOUIS, K
BUEGEL, R
ONO, HVLT
HOFMANN, M
LORENZ, T
KIERSPEL, H
ZABARA, O
STRAUSS, O
ARANDA-ESPINOZA, H
STONE, MB
RITTNER, J
YARDIMCI, H
FERRARIS, DV
LECTKA, T
BOYER, D
VINALS, J
PROFETA, M
PEDERSON, MR
IVANOVA, K
AUSLOOS, M
LOVENICH, R
SCHUMACHER, AB
CHEMLA, DS
FLORES-MENA, JE
KUSSELL, E
JUNG, JK
BAEK, SH
GARCIA-GARCIA, AM
LI, E
LI, JJ
SHARMA, RP
CAO, WL
ZHAO, YG
KUZMIN, YI
ZARUBIN, AV
GEYER, HB
MRKONJIC, I
BARISIC, S
FISHER, LM
GOA, PE
BAZILJEVICH, M
KAMBARA, M
INOUE, IH
KRAL, K
KHAS, Z
GOREMYCHKIN, EA
KOLESNIKOV, AI
BETTENHAUSEN, CW
BOWIE, WC
SHORT, S
NHO, K
NICKEL, B
ZHANG, XP
QIAO, PT
ZHANG, HT
JIA, SL
ZHU, BSCMH
HAN, ZH
SOUMA, S
VANDERBEMDEN, P
BOUGRINE, H
CLOOTS, R
VOELKER, K
STRACHAN, A
DUNJKO, V
LORENT, V
WAKOU, J
KORNILOV, AV
PERENBOOM, JAAJ
TATEIWA, N
KOBAYASHI, TC
PANOV, AV
AONO, T
MCCULLOCH, IP
SCHEFFOLD, F
ROMER, S
SCHURTENBERGER, P
BOGOMOLOV, VN
SUN, YP
SONG, WH
DAI, JM
ZHAO, B
DU, JJ
BASOVSKY, R
PAFKA, S
KATZ, D
KAN, SH
BANIN, U
ANDREONE, A
CASSINESE, A
GIANNI, L
PALOMBA, F
VAGLIO, R
JESCHKE, HO
GARCIA, ME
HAUSDORFF, JM
TELLEZ, G
SRIVASTAVA, S
DANA, A
BARRA, F
YE, PD
ENGEL, LW
WENDT, JR
VAWTER, GA
LINKE, V
PAN, ZQ
GU, DW
STEPIEN, L
SADOWSKI, J
DOMAGALA, JZ
MISIUK, JB
SWIATEK, K
KARLSTEEN, M
KANSKI, J
ILVER, L
ASKLUND, H
SODERVALL, U
KOJIMA, KM
DURCZEWSKI, K
ULNER, J
OVARLEZ, G
KOLB, E
SARYCHEV, AK
SHALAEV, VM
KISHINE, JI
KIM, MD
MEDVEDEVA, NI
IVANOVSKII, AL
MEDVEDEVA, JE
DU, Z
MUN, MO
KACMARCIK, J
LAFOND, A
MEERSCHAUT, A
MENA, FP
SIMOES, CS
MONTHOUX, P
AHN, JS
CHOI, EJ
HONERKAMP, C
SINGLETON, J
PLACKOWSKI, T
KLEIN, T
ESCRIBE-FILIPPINI, C
KJINZEL, W
FANG, Z
TERAKURA, K
KANAMORI, J
HOWELL, PC
PECA, C
VLIEGEN, E
SCHLACHTER, SI
TUTSCH, U
FIETZ, WH
WEISS, KP
LEIBROCK, H
GRUBE, K
OBST, B
SCHWEISS, P
WUEHL, H
COMBESCOT, M
TANGUY, C
FAVRIN, G
MARTINELLI, F
MIJATOVIC, D
RIJNDERS, G
LECA, V
SMILDE, HJH
OOMEN, I
ROESTHUIS, F
HARKEMA, S
HILGENKAMP, H
BLANK, DHA
ROGALLA, H
LEO, CD
ROTOLI, G
BARBARA, P
NIELSEN, AP
LEONE, M
KOKUBO, N
KES, PH
HELGREN, E
CIOFALO, M
BAXTER, DV
ZHANG, SY
ZHANG, J
ZHAO, TY
RONG, CB
SHEN, BG
CHENG, ZH
ETTOUHAMI, AM
YEH, NC
HAMMERL, G
MANNHART, J
SCHMEHL, A
SCHNEIDER, CW
SCHULZ, RR
ZANDI, R
ROLAND, R
GIOVANNINI, M
TRIOZON, F
MAYOU, D
VASQUEZ, RP
SATTA, GCG
KOMINEAS, S
MAIMON, R
JOZSA, L
RAVASZ, M
MOORE, GD
TSUNETSUGU, H
HIDALGO, RC
KUN, F
MISHCHENKO, A
PROKOFEV, NV
SVISTUNOV, BV
MEYEROVICH, AE
MCGUIRE, JJ
ROOM, T
PRONIN, A
TIMUSK, T
KELLY, ME
RACE, A
TAKENOBU, T
LAZIC, P
CHEN, CD
GHANE-MOTLAGH, B
BARADARAN, S
SHEKARIAN, E
PAREDES, B
FEDICHEV, P
MUKHIN, SI
KOZLOWSKA, B
NOWICKA-ZAGRAJEK, J
LEVINE, AM
ARREAGA, G
CAPOVILLA, R
CHRYSSOMALAKOS, C
GUVEN, J
ASANO, Y
CHAUDHURI, JR
BANIK, SK
TAGUCH, K
MIYAJI, H
IZUMI, K
HOSHINO, A
KOKAWA, R
BENEDICT, K
HILLS, R
LIVI, R
POLITI, A
KESSLER, M
DIETERICH, W
MAJHOFER, A
LUNDH, E
HERSCHKOWITZ, D
PINI, D
OTADOY, RES
MORRIS, JR
HO, KM
MIROSHNICHENKO, AE
HUFFMAN, PR
BROME, CR
BUTTERWORTH, JS
DZHOSYUK, SN
GOLUB, R
LAMOREAUX, SK
MATTONI, CEH
MCKINSEY, DN
DOYLE, JM
STAINIER, L
KOLORENC, J
LIMA, OFD
RIBEIRO, RA
AVILA, MA
CARDOSO, CA
COELHO, AA
NEMOSHKALENKO, VV
PLYUSHCHAY, AI
PRIKHNA, TA
GAWALEK, W
RYZHOV, IV
KOZLOV, GG
PAVLOFF, N
ARNAUD, J
CHUSSEAU, L
PHILIPPE, F
PAZY, E
WEIS, T
HORSCH, P
JOSHI, AG
PILLAI, CGS
RAJ, P
MALIK, SK
GHOSH, FMAMOFDLDSK
BRAUDE, V
BUZATU, FD
BUZATU, D
ALBRIGHT, JG
OLIVEIRA, CRD
PELLEGRINO, GQ
NAKATA, H
BOHNEN, KP
HEID, R
RENKER, B
RISSLER, J
BAESSLER, H
MARTINU, L
WERTHEIMER, MR
FURUYA, K
MILONNI, PW
KERMAN, AK
MUELLER, B
WIEGAND, S
LIU, ZK
SCHLOM, DG
XI, XX
YASUI, K
KITA, T
CHIHARA, J
FUKUMOTO, I
YAMAGIWA, M
TOTSUJI, H
SMRVCKA, L
ISHII, H
OKAZAKI, K
NAGAMOTO, Y
KOYANAGI, T
SOFO, JO
YAKUNIN, MV
ALSHANSKII, GA
ARAPOV, YG
HARUS, GI
NEVEROV, VN
SHELUSHININA, NG
KUZNETSOV, OA
KARKIN, AE
VORONIN, VI
DYACHKOVA, TV
TYUTYUNNIK, AP
ZUBKOV, VG
ZAINULIN, YG
GOSHCHITSKII, BN
GRINEV, DV
MORAL, L
KAZAKOV, SM
ANGST, M
FITA, IM
PUZNIAK, R
ANDREANI, LC
MEHRA, V
LUCA, JD
GORDEEV, SN
BEAUJOUR, JML
BOWDEN, GJ
WARD, RCC
WELLS, MR
BIAN, BJ
JI, DR
TATARCZYK, K
COMELLI, G
PAOLUCCI, G
REDINZ, JA
EBELING, W
TILCH, B
BILKE, S
PETERSON, C
DAS, SK
YAO, A
MATSUDA, H
TSUKAHARA, H
TROMBETTONI, A
SARANGI, S
KASAMATSU, K
RIZZO, T
HARRIS, JGE
LANNUZEL, FX
KLOS, J
KOBE, S
BEREJNOV, VV
RAIKHER, YL
AYUELA, A
RABIGER, H
FAN, K
JEDRZEJEWSKI, F
SANTOS, FPD
LEONARD, J
BARRELET, CJ
PERALES, F
RASEL, E
UNNIKRISHNAN, CS
LEDUC, M
COHEN-TANNOUDJI, C
YESHCHENKO, OA
BILIY, MM
YANCHUK, ZZ
LAABS, F
STRASZHEIM, W
TOLMACHEV, VV
GALPERIN, M
PESKIN, U
HARBOLA, U
JECKELMANN, E
LEITUS, G
REICH, S
HINZ, D
GUTFLEISCH, O
PARTOENS, B
SAKHI, S
AICHELE, M
NITTI, L
CAUSO, MS
FLYVBJERG, H
FLACHBART, K
KONOVALOVA, E
PADERNO, Y
REIFFERS, M
SVEC, P
COURTEILLE, PW
MUNIZ, SR
MAGALHAES, K
MARCASSA, LG
ERGUN, G
TRUMPER, AE
LEE, MK
BELENKY, L
SONG, X
JIANG, J
RIKEL, M
POLYANSKII, A
BU, SD
BABCOCK, SE
RES, I
FUJIMOTO, S
YAMAJI, K
FAN, ZY
NEWMAN, N
ROWELL, JM
CALSAMIGLIA, J
WINDT, M
SCHMIDT, K
ZANT, HSJVD
SLOT, E
ZAITSEV-ZOTOV, SV
DEBREGEAS, G
TABUTEAU, H
MEGLIO, JMD
PASHCHENKO, VA
SULPICE, A
EGUES, JC
GOULD, C
RICHTER, G
PANKRATOV, AL
SON, DT
PRESTON, EF
JOGLEKAR, YN
KNAP, J
BRUNO, F
TERRENI, S
COSSARO, A
LUCHES, P
MATTERA, L
MORONI, R
REPETTO, M
CANEPA, M
REFOLIO, MC
SANCHO, JML
RUBIO, J
SMORCHKOVA, Y
ELSASS, C
CRISTIANI, M
BROWN, CM
UDOVIC, TJ
QING, HZ
CLAESSEN, R
SCHNEEMEYER, LF
LETFULOV, BM
RAFFY, H
LI, ZZ
CLEM, JR
MOLER, KA
BRINGA, EM
JOHNSON, RE
REYES-SERRATO, A
GALVAN, DH
CHRISTEN, HM
ZHAI, HY
ROULEAU, C
LOWNDES, DH
KOKKELMANS, SJJMF
KURAHASHI, K
UEFUJI, T
YANG, YF
KHOVAILO, VV
TAKAGI, T
BOZHKO, AD
TANI, J
SHAVROV, VG
TOU, H
IKEJIRI, H
MANIWA, Y
GRIONI, M
LICHTENBERG, F
HERRNBERGER, A
MAYR, F
LYAKHOVSKAYA, II
MOEWES, A
MIYATA, N
DEMETER, M
YANAGIHARA, M
KOHN, W
LINN, M
NIEMEYER, M
DMITRIEV, A
DYAKONOV, M
NOAT, Y
ZENKOV, EV
SURTHI, SR
PANDEY, RK
ROM, MA
FONTES, LR
NEWMAN, MICM
VEGA-REDONDO, F
TAKENO, S
BERGARA, A
MULHOLLAN, GA
SUBASHIEV, AV
CLENDENIN, JE
GARWIN, EL
KIRBY, RE
MARUYAMA, T
PREPOST, R
MIELKE, C
NAM, MS
AGOSTA, CC
FRAVEL, B
SUSHKOV, AB
MUSFELDT, JL
SOTO, G
DIAZ, JA
MACHORRO, R
CRUZ, WDL
JONES, BR
ACHEY, RM
DALAL, NS
LEI, J
SUN, H
KARAHALIOU, PK
VANAKARAS, AG
PHOTINOS, DJ
JURECKA, C
KOHEN, A
SORGE, KD
OSSANDON, JG
COFFEY, L
HARIMA, N
MATSUNO, J
MANNEVILLE, JB
BASSEREAU, P
PROST, J
WU, CS
GAMA, MMTD
HAK, J
WILLEMSEN, BA
NAP, RJ
BRINKE, GT
KRISTOFFEL, N
ORD, T
MA, Z
TOMITA, T
HAMLIN, JJ
SCHILLING, JS
UDVARDI, L
SHINDE, SR
CANFIELD, TVPC
LIMA, RPA
ZHU, Y
MISHCHENKO, AS
HUMPHREY, TE
LINKE, H
NEWBURY, R
BELLUCCI, S
FENG, SS
ABDALLA, E
UNCU, H
DAYI, OF
GRASSO, G
MALAGOLI, A
FERDEGHINI, C
RONCALLO, S
BRACCINI, V
CIMBERLE, MR
SIRI, AS
KARPIUK, T
BATLE, J
FORTES, MCM
OTTAVIANO, L
NACCI, C
SANTUCCI, S
PESCI, A
PEDIO, M
SATHYAMURTHY, S
KERCHNER, HR
KACZOROWSKI, D
ZALESKI, AJ
ZOGAL, OJ
KLAMUT, J
GRASSANO, G
RAMADAN, W
FERRANDO, V
BELLINGERI, E
MARRE, D
PUTTI, M
MANFRINETTI, P
PALENZONA, A
CHINCARINI, A
LANGVAGEN, S
DIKIN, DA
BOTTAZZI, G
AHLUWALIA, R
KHARADZE, G
SURAMLISHVILI, N
AVRAHAM, N
LI, M
BEEK, KVD
FUSCO, C
PETRI, A
MERGELL, B
ARNOLD, AS
MACCORMICK, C
BOSHIER, MG
YATES, K
POLICHETTI, M
BERENOV, A
DRISCOLL, J
HAO, L
GALLOP, J
ZHANG, L
LYNASS, M
MUHLE, R
CALLCOTT, TA
LIN, L
WOODS, GT
ZHANG, GP
EDERER, DL
RUEHLAENDER, M
BLAIZOT, JP
PARRUCCINI, P
ALBA-SIMIONESCO, C
MORINEAU, D
FARAGO, B
CODDENS, G
CINCOTTI, S
FOCARDI, SM
MARCHESI, M
ISAEV, AP
PYATOV, PN
SHRIVASTAVA, KN
BLAAK, R
CANNON, EH
TOMUTA, DG
SAIKAWA, T
FUENTES, MA
IYENGAR, AP
ERLEBACHER, J
AZIZ, MJ
DIMITROV, N
SIERADZKI, K
FLEMING, PH
MARI, PO
RAVINDRAN, P
KJEKSHUS, A
FJELLVAAG, H
KIKUCHI, A
TSUNEYUKI, S
KLEFF, S
DESHMUKH, MM
LAIO, A
AKEN, BBV
BUSCHE, T
BUDHANI, RC
HIGGINS, JS
KANDRUP, HE
SIDERIS, IV
SCHEKOCHIHIN, A
KULSRUD, R
MERAFINA, M
LUKOSE, RM
PUNIYANI, AR
SUSSMAN, RA
SATZ, H
TRANBERG, A
BAHCALL, JN
KRASTEV, PI
SHOVKOVY, IA
POLYCHRONAKOS, AP
STARKMAN, G
STOJKOVIC, D
VACHASPATI, T
DUNNING, C
RAO, K
ALMEIDA, CAG
BAZEIA, D
LOSANO, L
DESROSIERS, P
LAPOINTE, L
HELLERMAN, S
RAAMSDONK, MV
KAWAI, S
WHEATER, JF
SOUZA, MMD
GRINZA, P
MAGNOLI, N
NEMCOVA, K
JOYE, A
KOVARIK, H
CAMIA, F
SANTIS, ED
LEON, J
SPIRE, A
MARIN, JL
MARTINEZ, PJ
VERMA, MK
SEDRAKYAN, T
NELKIN, M
KHVEDELIDZE, AM
MLADENOV, DM
SIU, LW
YAN, KK
GOMEZ-MEDINA, R
JOSE, PS
GARCIA-MARTIN, A
LESTER, M
NIETO-VESPERINAS, M
CARPENA, P
DOVEIL, F
GUYOMARCH, D
POLENI, M
BERTRAND, P
SHI, Y
TATER, M
VANEK, D
CHEN, CC
DESERNO, M
JIMENEZ-ANGELES, F
LOZADA-CASSOU, M
CHEN, XK
LAWRIE, DD
TAYLANOV, NA
VAKARCHUK, IO
ROVENCHAK, AA
KISELEV, AD
YAROSHCHUK, O
ZAKREVSKYY, Y
STUMPE, J
LINDAU, J
RUCKENSTEIN, AE
ENGEL, A
DAGAN, Y
KASUGA, M
SHIMIZU, H
HIWATARI, Y
TARKIAINEN, R
PENTTILA, J
ROSCHIER, L
HAKONEN, P
PAALANEN, M
SONIN, E
ZHENG, DN
LAKE, B
CHRISTENSEN, NB
MANGKORNTONG, N
SASAGAWA, T
NOHARA, M
CHEON, M
GOLUBNICHIY, V
KWONG, NH
SEMKAT, D
FILINOV, VS
SCHLANGES, M
ERUKHIMOVICH, I
THAMM, MV
ERMOSHKIN, AV
SLINGERLAND, JK
BAIS, FA
REINERT, F
EHM, D
NICOLAY, G
HUFNER, S
PLECENIK, A
BENACKA, S
KUS, P
CARR, SM
LAWRENCE, WE
WANG, S
GONCHAROV, AF
STRUZHKIN, VV
GREGORYANZ, E
HEMLEY, RJ
MAO, HK
RABINOWITZ, M
MCMULLEN, T
LAGOMARSINO, MC
BASSETTI, B
JONA, P
TREGOURES, NP
ESKILDSEN, MR
ABRAHAMSEN, AB
MORTENSEN, K
NAZMITDINOV, RG
SEEMANN, R
JACOBS, K
HERMINGHAUS, S
CIMPOIASU, E
ALMASAN, CC
VEAL, BW
MATEESCU, EM
SEGAL, D
LENZ, P
CHAN, JY
FRONCZEK, FR
GUO, C
CHEUNG, MS
SHIH, CT
LAVIANO, F
BOTTA, D
GIUNCHI, G
CERESARA, S
RIPAMONTI, G
POYER, M
SCALETTAR, R
INFELD, E
SENATORSKI, A
CANEIRO, A
JAFAREY, S
DAS, K
ARLEGO, M
GERSHENSON, ME
GONG, D
KARASIK, BS
SERGEEV, AV
RICHARDSON, WH
VINNIKOV, LY
BARKOV, TL
WOLF, M
BUETTNER, H
MUELLER, KA
GUIHERY, N
BALAKRISHNAN, R
DANDOLOFF, R
GOLUBNYCHIY, V
POLYAKOV, DG
MAO, W
BEDELL, K
HSIANG, WY
KOUWENHOVEN, L
ASTAFIEV, O
KOMIYAMA, S
KUTSUWA, T
TEUFEL, A
BERGERE, M
IMURA, KI
OUVRY, S
SCHMIDT, G
SPINELLI, L
QIN, MJ
LIU, HK
KAWANO, K
BABU, NH
CARDWELL, DA
MARCHISIO, MA
CHRISTENSEN, K
COLLOBIANO, SAD
HALL, M
STEPHENS, PW
KLUEMPER, A
MUNZAR, D
HUMLICEK, J
YASUGAKI, M
OKAYASU, S
KIDISYUK, AD
MUSAKHANOV, MM
ZANCHI, D
BAO, CG
HE, YZ
HUANG, GM
PRELLBERG, T
OWCZAREK, AL
GAVRICHKOV, V
OVCHINNIKOV, S
BORISOV, A
TOMCZAK, P
FERCHMIN, AR
BELIC, A
DEAN, DJ
HJORTH-JENSEN, M
BHATTACHARYYA, P
KOVACS, E
MCKINNEY, JC
ERLINGSSON, SI
ZALIZNYAK, I
JAQUE, D
BERTINI, L
SOLE, AD
GABRIELLI, D
LANDIM, C
CORREIA, JD
KRZYWICKI, A
TATE, TJ
GWILLIAM, R
SILLIMAN, SD
HARSHAVARDHAN, KS
MAYR, MR
SCHUBERT, A
SUN, XF
TADAKI, T
DEDIU, V
MURGIA, M
MATACOTTA, FC
TALIANI, C
RAFFAELLI, G
BERSHTEIN, VA
DAVID, L
ETIENNE, S
SRIDHAR, V
VALSAKUMAR, MC
PAZ, O
MARTINS, JL
CAILLOL, JM
RAIMBAULT, JL
MESSINGFELD, H
MURPHY, TP
PALM, EC
TOZER, SW
PERSSON, BNJ
TEKLU, A
SANCHEZ-ROYO, JF
AVILA, J
PEREZ-DIESTE, V
SETA, MD
ASENSIO, MC
ARRANZ, A
DUMAS, P
LENGGORO, IW
OKUYAMA, K
GOVEAS, JL
OLMSTED, PD
MARES, JJ
SEWER, A
SERADJEH, BH
FEDORETS, D
BAUER, E
PAUL, C
BERGER, S
MICHOR, H
FERRON, J
BOUQUET, F
TU, JJ
HOMES, CC
LOUREIRO, SM
STRONGIN, M
MCKANE, AJ
WENG, H
XING, DY
STEFANSKI, P
GASHIMZADE, FM
BABEV, AM
SAKAMOTO, H
KUBO, K
CUI, T
CUI, Q
MA, Y
ZOU, G
SHISHIDO, H
TOSCHI, A
WESTERHOFF, F
BRENDEL, L
CHAVANNE, X
BALIBAR, S
CAUPIN, F
MOON, SH
YUN, JH
LEE, HN
KYE, JI
KIM, HG
CHUNG, W
OH, B
GOROKHOV, DA
SOLOVYEV, IV
ADAM, S
ADAM, G
JIN, S
MAVOORI, H
DOVER, RBV
LANG, KM
MADHAVAN, V
MATHUR, N
LITTLEWOOD, P
GOYAL, A
KROEGER, DM
NOH, H
YOON, J
DICKERSON, JH
ALLERMAN, AA
MANOTAS, S
AGULLO-RUEDA, F
PECHARROMAN, C
CLAUS, H
HENNING, PF
ZINK, B
HELLMAN, F
AFREMOV, LL
MINI, SM
MAIS, M
SHENGELAYA, A
KHASANOV, R
SAVIC, I
GRABER, T
GEBHARDT, J
VICCARO, PJ
XIAO, Y
REZAYI, E
KRIVORUCHKO, VN
KOSHINA, EA
KAKUYANAGI, K
VAJEESTON, P
VIDYA, R
AGRINSKAYA, NV
OGAWA, S
HATTORI, Y
MASCARAQUE, A
LAY, GL
MICHEL, EG
GOTHELID, M
ASCOLANI, H
ALVAREZ, J
FERRER, S
VELIKOV, V
BORICK, S
CASETTI, L
DMITRIEV, DV
HUANG, JP
CAO, Y
XU, J
SHASHIDHAR, R
HAUGLIN, H
ILYASHENKO, E
ZHANG, Q
SENEOR, P
BELL, LD
ITO, K
AMEMIYA, Y
FUJIHISA, Y
AOKI, K
SHOBU, T
NODA, Y
IKEDA, N
MORISHITA, K
IIO, K
OH, PMSK
KAWABATA, A
KHAZIMULLIN, MV
LEBEDEV, YA
NENKOV, KA
TASCHE, D
ZIELEN, F
SHERSTOBITOV, AA
SCHUTTLER, HB
GROBER, C
NASIBULLAYEV, IS
KOTOV, IV
BLAHA, P
SCHWARZ, K
LUITZ, J
FEYERHERM, R
PROKES, K
BATRA, IP
LI, JQ
LI, L
LIU, FM
DONG, C
XIANG, JY
YE, F
DING, GH
XU, BW
GASPAROV, VA
SIDOROV, NS
ZVERKOVA, II
KULAKOV, MP
RUSANEN, M
KOPONEN, IT
HEINONEN, J
MATTHEY, D
GARIGLIO, S
TRISCONE, JM
MIELKE, A
ELHAJAL, M
LAURETI, P
NOVIKOV, DL
PUNNOOSE, A
WICKHAM, RA
SHI, AC
ZHOU, YQ
ROH, YS
SUNDAR, CS
BHARATHI, A
PREMILA, M
SAIRAM, TN
KALAVATHI, S
REDDY, GLN
SASTRY, VS
HARIHARAN, Y
RADHAKRISHNAN, TS
SOMMER, T
MIZUSHIMA, T
SU, G
ZHAI, H
XU, Z
LANG, PL
QI, HH
TIAN, HY
PAUL, I
GILLER, D
SHAPIRO, I
ARANSON, I
BUONSANTE, P
CASTRO, FJ
KUPERMAN, MN
FUENTES, M
POTIGUAR, FQ
YOSHIDA, S
WANG, G
CAGIN, T
STRAUB, R
KEIL, S
BURMISTROV, IS
DURAN, M
ZYSLER, RD
MANSILLA, MV
FIORANI, D
DHALLE, M
TOULEMONDE, P
BENEDUCE, C
MUSOLINO, N
DECROUX, M
FLUKIGER, R
GRUSS, S
KRABBES, G
VERGES, P
STOVER, G
KASTENING, B
MARKOVS, P
STEINBERG, V
RINBERG, D
PASHITSKII, EA
MASHKEVICH, SV
VILCHYNSKYY, SI
SWENDSEN, RH
CWILICH, GA
ZYPMAN, FR
FRAERMAN, AA
GUSEV, SA
MAZO, LA
KARETNIKOVA, IR
SAPOZHNIKOV, MV
SHERESHEVSKY, IA
SUHODOEV, LV
HAMANO, T
BINZ, B
HOOGLAND, JK
NEUMANN, CDD
BLOCH, D
MACK, F
BROTO, JM
RAKOTO, H
ASKENAZY, S
REICHENSTEIN, M
STARK, H
TREBIN, HR
TEWORDT, L
RAR, A
MOON, DW
YOSHIHARA, K
SCHLAGOWSKI, S
KECHADI, MT
REILLY, RG
ZENG, ZY
CLARO, F
GREEN, BA
SCADRON, MD
ROSENBAND, T
LEANHARDT, AE
FELLER, JR
TSAI, CC
KETTERSON, JB
HASEBE, K
ROSSEL, C
BREMAUD, D
WIDMER, D
NADROWSKI, B
GUIZAL, B
FELBACQ, D
SMAALI, R
XIANG, Y
ZHANG, LD
GRUETZUN, V
FRIEDRICH, A
RYNDYK, DA
POZDNJAKOVA, VI
VDOVICHEVA, NK
RERICHA, E
BIZON, C
SHATTUCK, MD
GAO, S
YI, T
MA, BQ
WILLIAMS, KA
PRADHAN, BK
EKLUND, PC
XU, GX
BEN-HAIM, E
MAJD, N
KULAKOWSKI, K
TSUDA, S
YOKOYA, T
KITOU, H
SHIN, S
LEDIEU, J
MCGRATH, R
DIEHL, RD
LOGRASSO, TA
DELANEY, DW
PAPADOPOLOS, Z
KASNER, G
PARAOANU, GS
TANATAR, MA
NAGAI, S
ISHIGURO, T
MONOD, P
STOLL, OM
WEHNER, A
HUEBENER, RP
LI, AH
IONESCU, M
SOLTONIAN, S
SILVER, T
SHAH, N
MIZOGUCHI, K
ZIA, RK
REGNAULT, N
TANGUY, A
LEWIS, L
BONDARENKO, AV
PRODAN, AA
PETRUSENKO, YT
BORISENKO, VN
DWORSCHAK, F
DEDEK, U
BIANCHI, AD
MAKSIMOV, I
BAABE, D
KLAUSS, HH
LITTERST, FJ
TOEBBENS, DM
MATSUSHITA, A
SUELLOW, S
AONISHI, T
MENEZES, MAD
KHOUNG, OP
NAKAMURA, T
SAITO, G
NARDI, F
POLOSA, AD
TRODAHL, HJ
ABELE, JC
SMITH, D
ROBINSON, SM
XU, S
KATO, K
HELSETH, LE
HANSEN, RW
ILYASHENKO, EI
PONOMARENKO, LA
BRUCK, E
TISHIN, AM
ZUCKERMAN, DM
BEKIRANOV, S
HOPCROFT, JE
KLEINBERG, JM
ROSENBAND, TP
COFFMAN, VR
HILKE, M
GRAYSON, M
LI, SY
FAN, R
WANG, CH
MO, WQ
RUAN, KQ
XIONG, YM
LUO, XG
SUN, Z
CAO, LZ
WANG, SF
DAI, SY
ZHOU, YL
CHEN, ZH
CUI, DF
YU, JD
HE, M
LU, HB
YANG, GZ
GARAJ, FMS
PETROVIC, LFC
TSVYASHCHENKO, AV
FOMICHEVA, LN
MAGNITSKAYA, MV
SHIRANI, EN
BRUDANIN, VB
FILOSSOFOV, DV
KOCHETOV, OI
LEBEDEV, NA
NOVGORODOV, AF
SALAMATIN, AV
KOROLEV, NA
VELICHKOV, AI
TIMKIN, VV
SHABANOV, VM
AKSELROD, ZZ
LETTERI, J
SINGH, PP
TSINDLEKHT, MI
PRUESSNER, G
SCHOFIELD, SR
CURSON, NJ
MCALPINE, NS
HAWLEY, ME
BROWN, GW
GODDARD, PA
ARDAVAN, A
BLUNDELL, SJ
MITARAI, N
LI, HH
HSU, FH
LIU, CJ
LI, SC
YU, RC
JIN, CQ
FERRAZ, A
SURZHENKO, A
SCHAUROTH, S
LITZKENDORF, D
ZEISBERGER, M
HABISREUTHER, T
JEREZ, A
MARRI, I
LEIBOVICH, AK
SHUSTER, E
SCHWINDT, O
WALET, NR
BOOS, HE
ABILD-PEDERSEN, F
BELICH, H
CIMA, OMD
JR, MMF
HELAYEL-NETO, JA
KORFF, C
DOTSENKO, VS
NGUYEN, XS
BASEILHAC, P
STANISHKOV, M
JACOBSEN, J
KITANINE, N
DUAN, J
GOLDYS, B
CHUESHOV, I
SCHMALFUSS, B
ZIMMERMANN, MG
BULDU, JM
TORRENT, MC
LEFORT, T
BEAULIEU, L
KWIATKOWSKI, K
HSI, WC
PIENKOWSKI, L
BREUER, H
KORTELING, RG
LAFOREST, R
MARTIN, E
RAMAKRISHNAN, E
ROWLAND, D
RUANGMA, A
VIOLA, VE
WINCHESTER, E
YENNELLO, SJ
GUTTORMSEN, M
MELBY, E
REKSTAD, J
SIEM, S
JUILLET, O
LACROIX, D
JARQUE, EC
PIILO, J
LEITE, VBP
LIMA, BHB
ELESIN, VF
PODLIVAEV, AI
OPENOV, LA
KOLESIK, M
MATUS, M
WHITE, JK
MOLONEY, JV
BADESCU, SC
BERMAN, GP
BORGONOVI, F
TSIFRINOVICH, VI
QUANDT, M
ARGYLE, B
GIGNAC, L
WELLER, D
KOYAMA, S
MISHRA, AK
CHEN, G
HALEES, A
LITVINCHUK, AP
CHEN, SY
ILIEV, MN
CHEN, CL
POPOV, VN
JR, TMS
KANIGEL, A
ADLER, J
TORIKAI, M
LEE, HS
INAGAKI, T
PRUNEDA, JMA
BOUARAB, S
WEISS, J
GRASSO, JR
RABSON, DA
FISHER, B
WELLER, W
LEE, WT
VELTHUIS, SGET
FELCHER, GP
GREDIG, T
PAPALEO, RM
GREEN, MA
MULLER, X
DUPONT-ROC, J
NIKITIN, A
SYMINGTON, JA
MIRELES, F
MADZHULIS, I
FRISHFELDS, V
SINGH, N
MARCOS, J
RATTRAY, M
ACCARDI, L
BAGARELLO, F
PRONK, S
SVENSON, P
PODZIMEK, D
SAIER, A
CECCHI, GA
PETREANU, LT
ALVAREZ-BUYLLA, A
MAGNASCO, MO
PLIMPTON, SJ
LOPATNIKOVA, A
ZENG, XH
SUKIASYAN, A
HU, YF
WERTZ, E
TIAN, W
SUN, HP
PAN, XQ
LETTIERI, J
BRUBAKER, CO
KOJIMA, H
BUTCH, N
MARTINEZ-MEKLER, G
AUMENTADO, J
BALDO, PM
REHN, LE
SAIKA-VOIVOD, I
POOLE, PH
REHRIG, PW
PARK, SEE
RIVADULLA, F
FREITA-ALVITE, M
