RADZIHOVSKY, L
GROOT, EHD
MCRAE, W
ALAHVERDIAN, AE
ROKNI, M
MARKOSOVA, M
BALABAN, NQ
MEIRAV, U
UMANSKY, V
IVANOV, BA
LORENZ, S
SOLTERBECK, C
BURMEISTER, J
HACKBUSCH, W
DOBIN, AY
PEREL, VI
LIU, WV
SCHIEVE, WC
ZAGOSKIN, AM
TSVELIK, A
KUZIAN, RO
MAKSIMOV, LA
ZASINAS, E
NAKAMURA, M
VENTURA, CI
ALASCIO, BR
VIEIRA, VR
ACHA, C
GOVINDARAJAN, TR
BEZZI, M
TAMASHIRO, MN
WIDOM, M
ALLEHYANI, I
PLISCHKE, M
KOO, TY
LEE, KB
JEONG, YH
KAWAMURA, H
EMIG, T
SAMOKHIN, K
SINGH, DJ
WANG, PD
MERZ, JL
FAFARD, S
LEONARD, D
PEDERSEN, MH
SCHNEIDER, T
CAFIERO, R
FRIBOURG, AGUD
OF, LPU
MOSKALENKO, A
KUZNETSOV, YA
DAWSON, KA
GABRIELLI, A
FRIBOURG, RCVD
LINDEMANN, MA
COFFEY, L
LACY, D
KOUZNETSOV, K
ERNER, A
KUROSAWA, N
KUNTZ, PJ
MOHRING, K
HEISS, WD
CRUTCHFIELD, JP
FELDMAN, DP
GIURA, P
RUZICKA, B
SADOWSKI, W
LEGGETT, AJ
YOKOYAMA, K
NIKUNI, T
EBERT, U
SCHAFER, L
ENTIN, GM
DAI, X
BRENIG, W
SUZUURA, H
SCHULZBALDES, H
DONNERBERG, H
TOEBBEN, S
BIRKHOLZ, A
MARINESCU, DC
LIVANOV, DV
CHAUDHURI, I
DUAN, J
ASHKENAZI, J
MARZI, GD
BALESTRINO, G
PETROCELLI, G
DESFEUX, R
MALHUKOV, AG
KOMNIK, A
NAKANISHI, T
GOEPPERT, G
SEN, P
EVANGELOU, SN
MANGHI, F
BELLINI, V
ARCANGELI, C
VALIEV, M
KOSYAKOV, SS
FRASER, SM
TOZIER, WA
DURRER, R
ECKMANN, J
LABINI, FS
MONTUORI, M
MELNIKOV, IV
BODENSCHATZ, E
MOFFAT, JW
AXENIDES, M
PERIVOLAROPOULOS, L
OKOUNKOV, A
UGLOV, D
WEINBERG, S
ABADA, A
SILAKHAL, B
VARNHAGEN, R
BAGNULS, C
BERVILLIER, C
FATEEV, V
DASGUPTA, M
HINDE, DJ
LEIGH, JR
VARGA, K
MILLER, DL
EFTHIMIOU, C
SPECTOR, D
GERWINSKI, M
MENEZES, MAD
NIGHTINGALE, CHCJUMP
IRKHIN, VY
KATANIN, AA
KATSNELSON, MI
FERCONI, M
KABASHIMA, Y
MISHRA, SG
TRIBEL, O
BOON, JP
HOVE, J
MAAO, FA
SCHUETZMANN, J
BENZION, Y
GEOGHEGAN, DS
HUETTEN, A
MUELLER, KH
SCHULTZ, L
SUSLOV, IM
ZINNJUSTIN, P
SAKAI, K
MARCUS, CM
PATEL, SR
HUIBERS, AG
CRONENWETT, SM
SWITKES, M
CHAN, IH
CLARKE, RM
FOLK, JA
GODIJN, SF
CAMPMAN, K
BULKA, BR
DANYLENKO, OV
LOSYAKOV, VV
KORNILOVITCH, P
GRENIER, JC
J, HW
SOLIS, FJ
TAO, L
HAUPTMANN, R
GUNTHERODT, FSG
ANDREI, EY
SADRLAHIJANY, MR
TANG, LH
SMILAUER, P
WANG, XR
MENON, GI
HYSIK, GG
DORTMUND, U
J, PG
BURNETT, SSC
STROESSER, M
DOHM, V
BOGDANOV, SG
SKRYABIN, YN
HILL, NPR
KIRTLEY, JR
SINGH, D
TURKOWSKI, VM
PRIGODIN, V
SUNDQVIST, B
ARIKAWA, M
HAYAKAWA, H
HONG, DC
VEENENDAAL, MV
GUENTHER, O
MARZARI, N
HSUEH, Y
STATT, BW
REEDYK, M
XUE, JS
MAZEL, AE
PONOMARENKO, VV
CSERTI, J
PALLA, G
SOLID, GSZIF
GOLDMAN, C
SOUZA, RFD
CIMBERLE, MR
FERDEGHINI, C
GIANNINI, E
MARRE, D
PUTTI, M
SIRI, A
GORENTSVEIG, V
FRATZL, P
CHERNOV, N
MEZAMONTES, L
NOH, HS
YOU, SK
KIM, CK
FIGGE, MT
KNOESTER, J
WOEHLER, C
CHAKRABORTY, T
PIETILAINEN, P
MAUCOURT, J
GONZALEZ, T
MATEOS, J
PARDO, D
REGGIANI, L
KATSANOS, DE
HARRIS, JGE
TOWNSLEY, DM
CIUCHI, S
PASQUALE, FD
FRATINI, S
FEINBERG, D
ZHANG, C
DASHEVSKII, A
MOLONI, K
FRIESEN, M
LI, S
SOUW, V
HOU, L
MCELFRESH, M
STINTZING, S
MARINI, S
MUZIKAR, P
T, G
SHUAI, Z
PATI, JLBSK
SHEN, S
DENTON, AR
EGELSTAFF, PA
KAVALOV, A
MONTREAL, JBVD
NIEMELA, K
KHAETSKII, AV
MARINI, M
CELESTINI, F
ASHCROFT, NW
PITTEL, S
YANG, MF
HONG, TM
KLOSTER, M
HAFNER, J
ANDERSEN, NH
PUGACHEV, AB
TODO, S
POMMER, J
MOHANTY, PK
BUHOT, A
MORENO, JMT
GORDON, MB
KLAASSEN, FC
PINAYA, RP
DECROUX, M
EYERT, V
HAKKINEN, J
MANCINI, F
VILLANI, D
MATSUMOTO, H
TRIZAC, E
BARDOS, G
TATSUNO, M
AIZAWA, Y
SHIDA, CS
HENRIQUES, VB
PROUKAKIS, NP
FOMINAYA, F
NALBACH, P
TERZIDIS, O
KARLSRUHE, TKN
PHYSIK, WKIF
BARTOSCH, L
BRUNE, P
HUMMEL, M
SHEVCHENKO, PV
IITAKA, T
NOMURA, S
HIRAYAMA, H
AOYAGI, Y
SUGANO, T
STARIOLO, D
DRZEWINSKI, A
GUTIN, A
ABKEVICH, V
VLAEV, S
GEPPERT, U
DMITRIEV, AP
GORNYI, IV
KACHOROVSKII, VY
LASOTA, C
LEE, CS
WIGGINS, CH
RIVELINE, DX
OTT, A
SAUERMANN, G
TURSCHNER, H
JUST, W
CARACCIOLO, S
CAUSO, MS
ZULIANI, F
PRADHAN, P
UNAM, JFYOM
DE, HHI
BAIG, M
MALMINI, RPKC
PATRASCIOIU, A
SEILER, E
CHERNITSKII, AA
HAMIDIAN, H
NISHIMURA, J
CORNALBA, L
BARAHONA, M
TRIAS, E
DUWEL, AE
ZANT, HSJVD
WATANABE, S
STROGATZ, SH
WERNER, A
HAN, D
NOZ, ME
MEYER, DA
HESS, O
ORTUNO, M
POTTHOFF, M
WEGNER, T
BLASCHKE, J
BRACK, M
BOISVERT, G
LOS, D
PORTA, M
AUGIER, D
DELIA, A
KETTEMANN, S
BAZALIY, Y
ZHANG, SC
OCHIAI, T
SUZUKI, H
ZHANG, GM
PAI, RV
KUZEMSKY, AL
ZIMMERMANN, S
BOEHM, G
LOUTSENKO, I
ROUBTSOV, D
DENDER, DC
HAMMAR, PR
REICH, DH
BROWN, KS
RABITZ, H
SMELYANSKIY, VN
VUGMEISTER, BE
SEO, H
YAMAGUCHI, S
BALCELLS, L
IGLESIAS, O
FONAMENTAL, ALI
GASCON, J
MURAKAMI, M
OGURI, A
LEE, JD
MAGGS, AC
KAJANTIE, K
KARJALAINEN, M
LAINE, M
PEISA, J
ZIELINSKI, L
CHALTIKIAN, K
BIRNBAUM, K
LIFSHITZ, R
ALADIM, SR
PLEIMLING, M
WOODSON, SA
EPPERLEIN, F
MOLINA, MI
ROESSLER, JA
WASSERMAN, E
RUSTAD, JR
FELMY, AR
HAY, BP
HALLEY, JW
BOURGES, P
REGNAULT, LP
BOSSY, J
VETTIER, C
OHTA, T
PEN, HF
LIDORIKIS, E
PROSEN, T
SOURLAS, N
BOLLE, D
JONGEN, G
SHIM, GM
RIERA, JA
TENNANT, DA
TORARDI, CC
DENG, W
SHENG, W
PRELLBERG, T
SIDIS, Y
BURLET, P
HENRY, JY
COUACH, M
KATSOPRINAKIS, S
ECONOMOU, EN
ZAMBETAKI, I
HWANG, I
WEISS, M
ELMER, F
GLUZMAN, S
OUDENAARDEN, AV
DEVORET, MH
VISSCHER, EH
MOOIJ, JE
SATO, A
SHIRAKURA, T
MOU, CY
WU, CL
LEE, RS
FISCHER, JE
PETIT, P
DAI, H
VERSCHUEREN, ARM
TANS, SJ
DEKKER, C
LILLIEHOOK, D
SUTTON, M
BRUNING, R
HAYDEN, S
COCKAYNE, E
REMIZOV, SV
COFFEY, D
KAGAN, MY
JUSTO, JF
KODUVELY, HM
CHARITAT, T
IZZO, D
MENDES, E
UNTIEDT, C
RUBIO, G
AGRAIT, N
ARISUE, H
TABATA, K
LIPPARINI, E
BARBERAN, N
BARATA, JCA
MARCHETTI, DHU
DOMINGUEZ, DRC
HORSTMANN, U
JOHNSON, G
GOULD, H
CHAYES, LK
GILES, RT
KAMMERER, S
SCHILLING, R
YUNOKI, S
PRIOLKAR, KR
RAO, MN
PRABHU, RB
SARODE, PR
PARANJPE, SK
RAJ, P
SATHYAMOORTHY, A
RUDD, RE
KIM, BJ
PARK, SY
BRAUN, F
RANA, JMS
MARTINS, GB
LAUKAMP, M
ALVAREZ, JJV
SANDLER, NP
SUKHORUKOV, EV
BORMANN, D
WANG, ZJ
BOTINA, J
RAMER, NJ
DINEYKHAN, M
NAZMITDINOV, RG
KIRKENGEN, M
ICHIKI, K
ROSNER, H
ESCHRIG, H
DRECHSLER, SL
MALEK, J
ZAKRZEWSKI, WJ
TRIPATHY, G
CHEN, CD
RIVELINE, D
SCHULTZ, S
PANZERI, S
ROLLS, E
TREVES, A
YUDANOV, VF
MARTYANOV, ON
POTERYAEV, AI
ANOKHIN, AO
SERHAN, M
ROKHSAR, D
ZHONGCAN, O
REID, ACE
GOLDING, I
SCHMELTZER, D
FOWLER, AB
CHEN, K
SALPETER, EE
HEISELBERG, H
GADE, PM
RAI, R
SINGH, H
WALD, RM
MUELLER, H
OSBORN, JC
BERBENNIBITSCH, ME
SCHAFER, A
CHERNODUB, MN
GUBAREV, FV
POLIKARPOV, MI
SENER, MK
BRALIC, N
DONATIS, P
DATTANASIO, M
ATZMON, E
TURNER, MD
WILLIS, CR
DROLET, F
DAYI, OF
SALASNICH, L
BRAGINSKY, LS
DHARMAWARDANA, MWC
TIAN, Z
LU, ZH
LEWIS, ALJ
SCIENCES, IFM
COUNCIL, NR
GCM, CDDPE
MONTREAL, UD
BUSCH, T
PEREZGARCIA, VM
MALVERN, WHD
HAMBURG, UUO
HUTH, M
LEE, SH
COLLINS, MF
HELLER, L
KLOC, C
LACEVIC, N
NAKANISHI, K
LUTKEENTRUP, N
SIMON, Y
BURKHARDT, H
MARKVARDSEN, AJ
BROUSSARD, PR
TALVACCHIO, J
HUCK, A
FETTES, W
PAYAMI, M
AVELLA, A
HILDEBRAND, G
BUCHNER, B
CHITOV, GY
JACOBSEN, JL
FASOL, G
RUNGE, K
BANTAY, P
ZALA, G
ZVYAGIN, AA
GRANATH, M
LETZ, M
GOVOROV, AO
HANSEN, W
BICHLER, M
WEGSCHEIDER, W
GARAVELLI, SL
SAIKAWA, T
FAZIO, VSU
TEPLOV, MA
SAKHRATOV, YA
DOOGLAV, AV
EGOROV, AV
KRJUKOV, EV
ZAITSEV, OP
ANGELINI, L
PELLICORO, M
SARDELLA, I
VILLANI, M
QADRI, SB
CESTONE, VC
HARMS, J
TOENNIES, JP
TIAN, L
PASQUINI, M
JOY, MP
DALMEIDA, FMR
TANIGUCHI, T
BOUCHAUD, RCMPJ
ZIMMERMANN, W
FRIEDBERG, R
KREMER, K
CARRUZZO, HM
NAKAMURA, N
WERNER, R
BRENDEL, L
BERGERE, MC
BALAKIREV, FF
TROFIMOV, IE
GUHA, S
CIEPLAK, MZ
LINDENFELD, P
EZAWA, ZF
PITARKE, JM
PENDRY, JB
ZYWIETZ, T
NORTHRUP, JE
MUSOLINO, V
SELLONI, A
SAWADA, A
OHNO, H
HORIKOSHI, Y
SUGIE, O
KISHIMOTO, S
MATSUKURA, F
OHNO, Y
YASUMOTO, M
STAFFORD, C
GARCIABACH, MA
KLEIN, DJ
ERSHOV, M
FRISCH, U
CSORDAS, A
SZEPFALUSY, P
GALBRAITH, I
MALINOWSKI, A
STEENBERGEN, ASV
PERENBOOM, JAAJ
KARPINSKA, K
BERKOWSKI, M
BEARDSALL, A
ZUREK, W
FRAUENKRON, H
GERSTNER, E
GRASSBERGER, P
A, WN
NAKAMURA, K
OGUCHI, T
SUEOKA, K
HAYAKAWA, K
MUKASA, K
KIENAPPEL, AK
MALLICK, K
SAMOKHIN, KV
MATTSSON, AE
STAATS, M
RIBEIRO, RF
VENTURA, E
ENGELBRECHT, JR
MONTANERO, JM
SANTOS, A
LUTSKO, JF
MOU, C
HSU, JWP
BOCCARA, N
DASMAHAPATRA, S
COLLET, P
DEPARTMENT, P
OF, U
STANDEN, GB
LU, CYD
LATTANZI, G
NARDULLI, G
PASQUARIELLO, G
ESPANOL, P
TIANA, G
BROGLIA, RA
VIGEZZI, E
CANRIGHT, G
JR, FLS
BALEV, OG
LACHENMANN, SG
DODERER, T
HUEBENER, RP
CAGLIOTI, E
GANTMAKHER, VF
KOZEEVA, LP
LAVROV, AN
PUSHIN, DA
SHOVKUN, DV
TSYDYNZHAPOV, GE
AWAKA, K
GARCIA, N
FEIGUIN, AE
SPRINGSGUTH, D
ALTARELLI, M
KUSSELL, E
VITA, AD
ET, DP
KONDOR, I
KUHN, PS
LUO, HJ
COLDEA, R
COWLEY, RA
MCMORROW, DF
DORNER, B
TYLCZYNSKI, Z
GLEISER, PM
LI, ZB
LIU, XW
DIDONNA, BA
YOUNG, JB
MAUZ, C
MACE, CWH
BHAGAVATULA, R
JASNOW, D
CHAPUT, NHF
ZINS, JPBD
HERNANDO, PJ
HERRERO, MA
VELAZQUEZ, JJL
WEIG, FWJ
GORNOSTYREV, YN
PHYSICS, AVTIOM
INSTITUTE, RK
URBANCZIK, R
BETHGE, A
FOGELSTROM, M
CANTALAPIEDRA, IR
CHAVES, M
HOLOVATCH, Y
TSIKLAURI, D
KOUZNETSOV, KA
SUN, AG
KATZ, AS
CLARKE, J
DYNES, RC
GAJEWSKI, DA
HAN, SH
MAPLE, MB
GIAPINTZAKIS, J
KIM, JT
MERTELJ, T
DEMSAR, J
PODOBNIK, B
POBERAJ, I
MIHAILOVIC, D
ANTONOYIANNAKIS, MI
PISTOL, M
SAMUELSON, L
SIMON, P
MURAT, M
MISRA, A
VERRUCCHI, P
YOSHIZAKI, R
SI, WD
XIONG, JW
ZHAO, ZX
DESSAU, DS
MOSKVIN, AS
OVCHINNIKOV, AS
PANOV, YD
SIDOROV, MA
BIJLSMA, MJ
HAUBRICH, AGC
KRIEGELSTEIN, H
MANUS, S
OKUNO, Y
NARIKIYO, O
EROLES, J
BARILOCHE, ERG
ANAGNOSTOPOULOS, KN
BORISENKO, OA
KARRA, G
RIVERS, RJ
ZABZINE, M
DESER, S
TSUTSUI, I
TANIMURA, S
KOBAYASHI, H
MATSUKIDAIRA, J
WILKE, C
MARTINETZ, T
GAGEL, F
SIBANI, P
TURCOTTE, DL
ST, AC
EOTVOS, PS
BUNKOV, YM
S, ODT
JENG, M
JEPPESEN, C
KOROTAEV, VA
VISENTINI, G
FORTUNELLI, A
ZUCKERMAN, DM
PEREZ, R
FILEVIEZ, P
VICENTE, R
CATICHA, N
BELIN, S
CIZEAU, P
MEYER, M
PENG, C
SLANIC, Z
BELANGER, DP
NAGAEV, KE
FERNANDEZBACA, JA
LIVI, R
KOTRLA, M
PREDOTA, M
RUUTU, VM
SCIORTINO, F
FABBIAN, L
TARTAGLIA, P
EISENBLAETTER, B
MILDE, G
LI, CC
RAZEGHI, M
SEATON, KA
ARAI, M
TSUNETSUGU, T
BOUCHIAT, C
SALAZAR, R
TORAL, R
MAITI, PK
CHOWDHURY, D
LOGAN, DE
EASTWOOD, MP
TUSCH, MA
KOVALEV, OS
ONODY, RN
ZARA, RA
VOINOVA, MV
KASEMO, B
ALOMARI, A
NAYYAR, AH
NISHIMOTO, S
RUPASOV, VI
NAKMAHACHALASINT, P
GASPARI, G
KERTESZ, J
HUR, KL
COQBLIN, B
FYE, RM
DONATI, C
PLIMPTON, SJ
POOLE, PH
BRITO, MHER
MAEZONO, R
HU, Z
PU, F
TRENTO, GRUD
DELLAQUILA, U
BORUKHOV, I
VLADAR, K
NOZIERES, P
RAGHAVAN, S
GHOSH, K
MAJUMDAR, A
SINHA, S
SCHULZE, T
SCHUSTER, C
RAE, AIM
FORGAN, EM
DOYLE, RA
OOSTEN, ABV
BULAEVSKII, LN
KINOUCHI, O
KIM, E
LUCK, R
EBINGER, W
TREBIN, HR
GUPTA, AK
SEN, AK
PICCITTO, G
ITA, J
LANCON, F
VILLAIN, J
BAZALIY, YB
JONES, BA
VOLMAR, UE
WEBER, U
HOUBERTZ, R
HARTMANN, U
CHABOUSSANT, G
JULIEN, MH
FAGOTREVURAT, Y
PIOVESANA, O
ORELLANA, P
CLARO, F
STARTSEVA, T
MOOK, DNBHA
KISHIO, K
PETRENKO, OA
BRUCE, AD
FATH, M
MAUDE, DK
UTJUZH, AN
PORTAL, JC
DANCHEV, DM
AMIN, ME
MIGUEL, MC
SINDZINGRE, P
PROKOFEV, N
SVISTUNOV, B
AZUMA, M
TAKANO, M
ECCLESTON, RS
SENTENAC, D
TANAKA, H
FELDKEMPER, S
TAKIGAWA, M
SHEA, HR
YURCHENKO, VB
FLUMINENSE, MMDA
SZAMEL, G
EINARSRUD, MA
KIRKEDELEN, M
SAMSETH, J
S, BVZ
REYES, MA
MCCOY, BM
MAINZ, KBG
GRAMESPACHER, T
III, HJHIFTP
HONERKAMP, C
LAAD, MS
KIMURA, K
TAJIMA, H
SHCHANOV, AV
VIEIRA, A
TORRES, MB
FIOLHAIS, C
BALBAS, LC
VEGA, JL
GRADMANN, U
DEYCH, LI
LISYANSKY, AA
ZASLAVSKY, D
PODOLSKY, VS
MACKIE, AD
RINAT, AS
TARAGIN, MF
SMERZI, A
GIOVANAZZI, S
SHENOY, R
PINHO, STR
HADDAD, TAS
SALINAS, SR
PLYASUNOV, SG
SUZUKI, S
KOEHLER, H
MARTISOVITS, V
BLOM, HA
MEYER, R
ENTEL, P
FAURE, MC
BASSEREAU, P
CARIGNANO, MA
SZLEIFER, I
GALLOT, Y
HEIMEL, J
KLEINEFELD, T
WELLER, D
WAINTAL, X
BLENCOWE, MP
KORTE, AP
SACHAN, V
LORENZONI, A
ALASIA, F
EILMES, A
AMICI, A
WOYNAROVICH, F
FORGACS, P
KAWAGUCHI, T
BROER, R
NIEUWPOORT, WC
PARSEGIAN, VA
JAYAPRAKASH, C
SAITO, K
RAEDT, HD
DOUGLAS, JF
JOSHI, SK
LITINSKY, LB
DAVIDOVICH, B
YAMASHIRO, M
KASHIWAYA, S
HASSAN, AK
PARDI, LA
CAO, G
BRUNEL, L
POIRIER, W
SANQUER, M
CHOO, K
MOLTENO, TCA
MORRIS, SW
KELLY, PJ
GOULD, C
DELAGE, A
MIEKISZ, J
VALLEAU, JP
CEPAS, O
CHOPARD, B
MAGNIN, J
MEYERS, C
KRUEGER, SE
ASPELMEIER, T
HENNING, T
HAVILAND, DB
DELSING, P
ULLRICH, CA
SAMINADAYAR, L
GLATTLI, DC
JIN, Y
ETIENNE, B
BOGDANOVICH, S
FREEDMAN, B
CHABANOL, ML
LYTHE, GD
GARBACZEWSKI, P
TOMASSINI, P
VEGRASSOLA, M
DANG, ABGD
ROLF, J
BOHR, T
HOFMANN, CP
BRODSKY, SJ
GARDI, E
CAIANI, L
PETTINI, G
GATTO, R
BAK, D
SLAVNOV, NA
KIM, C
BALIAN, R
FLOCARD, H
VENERONI, M
JAYARAMAN, A
ACEBRON, JA
VICENTE, CJP
SPIGLER, R
DEUTSCH, A
GEIGANT, E
KNAPP, EW
AGUADO, A
AYUELA, A
ALONSO, JA
PUENTE, EDL
SLATER, PB
JOHN, S
HARNAD, J
KEE, HY
NAM, SB
EYNARD, B
FERWERDA, R
MCALEXANDER, WI
STRANDLIE, A
MAZEL, A
SAMAJ, L
MIYAZAWA, M
BHATTACHARYA, KK
DREWES, S
MARGALEFROIG, J
MIRETARTES, S
SCHWEIGERT, VA
GEIM, AK
GOLOSOV, DI
RUCKENSTEIN, AE
MORICONI, M
WARD, AJ
RABELLO, S
GRUTER, P
CEPERLEY, D
LALOE, F
ARNOLD, GB
BEASLEY, MR
CHANG, M
MENG, H
KHALACK, JM
NADTOCHII, AB
OSTROVSKII, IV
WALTER, HG
STAPPER, M
LOPEZARIAS, T
AGUILAR, J
KOMITOV, L
LAGERWALL, ST
CABRERA, I
ORICA, HPR
FOR, IC
JACOBSEN, J
JACOBSEN, KW
BRUNTHALER, G
PRINZ, A
BAUER, G
CHARI, AR
HIEIDA, Y
AKUTSU, Y
ISMAIL, K
CHU, JO
NIFOSI, R
MULLINS, WW
CHA, M
DENTENEER, P
SCALETTAR, R
ZIMANYI, G
SANTOS, CADS
BLACK, MJ
ALPHENAAR, BW
AHMED, H
ALVES, NA
FELICIO, JRDD
BOEBINGER, GS
FUKUSHIMA, N
THIERY, F
HOHLFELD, J
MATTHIAS, E
KNORREN, R
FACER, GR
KANE, BE
PFEIFFER, RGCLN
MAJUMDAR, K
HERSHFIELD, S
KRAKOVIACK, V
ALBASIMIONESCO, C
KRAUZMAN, M
KAWABATA, S
TADMOR, EB
JUELICH, H
BRODY, DC
RITZ, A
BESSENRODT, C
OSWALD, J
SPAN, G
KUCHAR, F
KUZMENKO, AB
TISHCHENKO, EA
KRECHETOV, AS
BRUNNER, M
BUCCI, F
A, MG
SAPIENZA, UDRL
ZIFF, RM
SUDING, PN
BONSAGER, M
UBRIACO, MR
CONRAD, U
NECHAEV, S
LICHTENSTEIN, AI
GRANROTH, GE
MEISEL, MW
CHAPARALA, M
WARD, BH
TALHAM, DR
PETTEY, D
CURRIER, N
HAAR, ET
BINDILATTI, V
JR, NFO
MCCABE, GH
SHAPIRA, Y
GOLACKI, Z
CHARAR, S
AVEROUS, M
JR, EJM
FUJII, A
FANG, Z
SAWADA, H
SOLOVYEV, I
CHRISTENSEN, NE
KOTOMIN, EA
IZUMIDA, W
SIMONSEN, I
NES, OM
COSTE, C
PARMIGIANI, F
MATSUSHITA, Y
PIPPAN, M
HEIGL, G
STELLBERGER, T
KRISTOFFERSEN, A
HOMER, A
GANITZER, P
MCGUIRE, JJ
ROOM, T
DABKOWSKA, H
COAD, SM
PAUL, DM
KLIEM, H
WEYERS, A
BAUHOFER, W
FINCH, SR
ADAMCHIK, VS
K, D
LAL, M
GOYAL, N
KIM, SP
KIM, SK
YEE, JH
GRUNER, ME
ITIE, J
POLIAN, A
BISWAS, P
MEHTA, A
MCMILLAN, PF
AND, AP
LACASTA, AM
PENDRY, J
HAGER, J
IGNATIEV, M
KALDIS, E
ZURICH, ELOE
FRISCHKNECHT, A
GAZZA, C
BHOWAL, A
VISSCHER, MI
REJAEI, B
TOMASSONE, MS
SOKOLOFF, JB
WIDON, A
KRIM, J
TARUCHA, S
OTNES, E
SCHELLNHUBER, HJ
URBSCHAT, H
GOLDSHEID, IY
GEORGEOT, B
PARK, M
WAN, CC
TARASCHI, G
HARONSKA, P
WILDER, J
ORON, G
SANTOS, MA
KASTRUP, J
HEY, R
PLOOG, KH
GRAHN, HT
CARNEIRO, G
FINE, BV
RODRIGUEZ, A
SCHEIDSTEGER, T
BRUSCOLINI, P
HANSEN, PM
LOPEZ, AC
YAMAGUCHI, M
ZHOU, H
VEBERIC, D
SEGA, I
ALTMANN, J
LIMA, ARD
BARRA, AL
GATTESCHI, D
SESSOLI, R
ISPOLATOV, S
KO, L
GRINEV, DV
ZHURAVLEV, AK
TREFILOV, AV
SEAR, RP
DEPICCIOTTO, R
REZNIKOV, M
HEIBLUM, M
BUNIN, G
MAHALU, D
CLINE, JM
MARZLIN, K
CHIN, S
UJSAGHY, O
SCHMITT, O
J, CFC
MANGIONI, S
DEZA, R
WIO, HS
MOYA, E
ABUSCHMAGDER, D
KERMAN, AK
MAKAROV, DE
SCHWEIZER, KS
KAKIGI, S
ZIK, O
PARCOLLET, O
SOLIDES, PD
KAFRI, Y
CHIALVO, DR
POZNIAK, M
SHIN, SH
JANG, JW
LATORA, V
RAPISARDA, A
RUFFO, S
JUETTNER, G
KLUEMPER, A
NOWOTNY, T
REQUARDT, M
BRAZHNIKOV, V
USHVERIDZE, A
LUDWIG, A
RASTEGAR, AR
HAWAII, P
LEO, SD
REHKOPF, M
ROSTIASHVILI, VG
VITANOV, NV
SUOMINEN, KA
VAGNER, ID
KVENTSEL, G
KITAEV, AY
ROSENBAUM, M
CAPELLA, A
BRENNER, E
MACK, F
HENNEBERGER, S
HARTMANN, O
WAEPPLING, R
KRATZER, A
KALVIUS, GM
SIURAKSHINA, L
YUSHANKHAI, VY
DROUFFE, J
CAMIA, F
SHIROISHI, M
MUZY, JF
MAYOU, D
WONNEBERGER, W
LAMCHE, R
ARAUJO, MAN
AEBISCHER, C
LUSAKOWSKI, A
TURSKI, LA
VILFAN, A
FOGLIO, ME
FIGUEIRA, MS
ROSSETTI, D
CASTLETON, CWM
LONG, MW
ZHAI, Z
ERB, SSA
NEUBERT, B
SIEMS, R
SASA, S
FISCHER, SF
SCHERER, POJ
THEODORAKIS, S
LEONTIDIS, E
MEERSON, B
SASOROV, PV
MIRANDA, JA
BOECHAT, BM
MUKHERJEE, PK
MUKHOPADHYAY, K
GEDIK, Z
BAYINDIR, M
SANDELIN, E
ERZAN, A
GORBON, A
TROUW, F
KANE, C
FISHER, M
GOROKHOV, DA
SACCONI, R
CASALTA, H
IVANOV, AS
PETITGRAND, D
LITTLEWOOD, P
CHASE, KC
MEKJIAN, AZ
ZAMICK, L
SHNERB, NM
HAUSMANN, J
FISCHER, UR
BARES, P
TENNANT, A
NAGLER, S
GARRETT, A
SALES, B
CHAIKIN, P
CHASHECHKINA, E
PITMAN, EB
KIM, JS
TOLEDANO, JC
TOLEDANO, P
MARTIN, AM
ANNETT, JF
ZHURAVLEV, VN
MANIV, T
WYDER, P
STEWART, DR
DURUOZ, CI
HARRIS, JS
HETZEL, R
HUTHMANN, M
LACHNITT, J
BRAUN, J
WONG, V
FLORIANO, MA
CANALI, L
WILDOER, JWG
KERKHOF, O
KOUWENHOVEN, LP
TARAFDAR, S
ROY, S
MIKULLA, R
ALHAYEK, I
DROESE, T
OHBERG, P
STENHOLM, S
KALATSKY, VK
BURIN, AL
BULATOV, A
SASVARI, M
BUDAPEST, JKELU
BUDAPEST, TUO
BREWER, JH
MILLER, RI
RISEMAN, TM
NOAKES, DR
STRONACH, CE
JR, MFW
CHAKHALIAN, J
WONG, A
BRILL, JW
WILLIAMS, RL
LIPSON, JEG
TAYLOR, MP
CHEN, Q
CLAYHOLD, JA
ZHANG, ZH
HAGIWARA, M
NARUMI, Y
KINDO, K
SATO, R
WAGNER, AJ
PAL, A
ROY, SK
OLIVEIRA, VMD
HENRIQUE, C
AGUIRRE, MA
CALVO, A
IPPOLITO, I
BIDEAU, D
NIKI, K
PENG, CK
NELLIS, WJ
LOUIS, AA
BANERJEE, SS
AL, E
QUICK, RM
BRENDEL, B
LIN, Z
FIEGLE, K
FLORES, F
FENG, S
HUANG, Z
LI, KP
ZHANG, D
BURTON, JK
ZILKER, SJ
HAARER, D
SONG, Y
BAAQUIE, BE
OMERO, MJ
FRADIN, C
DAILLANT, J
BRASLAU, A
LUZET, D
ALBA, M
GOLDMANN, M
GOURIER, C
GRUEBEL, G
VIGNAUD, G
LEGRAND, JF
PETIT, JLJM
RIEUTORD, F
XING, SNESXD
GYORGYI, G
PEST, PR
BOLDA, EL
ZAITSEV, AV
LAM, J
DIORIO, M
BROWN, D
LAFONTAINE, H
OVCHINNIKOV, YN
FEDOROV, NK
ISOSHIMA, T
SPEHNER, D
TARLIE, M
ELDER, K
